wanikani	word	reading	sense 1	sense 2	sense 3	url
6	海王星	かいおうせい	Neptune (planet)	Neptune		http://jisho.org/word/%E6%B5%B7%E7%8E%8B%E6%98%9F
6	草地	くさち	grassland, meadow	Meadow		http://jisho.org/word/%E8%8D%89%E5%9C%B0
6	中国	ちゅうごく	China	Chūgoku region (western part of Honshu comprising the prefectures of Okayama, Hiroshima, Yamaguchi, Tottori and Shimane)	central part of a country, main region	http://jisho.org/word/%E4%B8%AD%E5%9B%BD
6	米国	べいこく	(United States of) America, USA, US	America		http://jisho.org/word/%E7%B1%B3%E5%9B%BD
6	東北	とうほく	north-east	Tōhoku (northernmost six prefectures of Honshu), Tohoku	Touhoku	http://jisho.org/word/%E6%9D%B1%E5%8C%97
6	東京	とうきょう	Tokyo			http://jisho.org/word/%E6%9D%B1%E4%BA%AC
6	年上	としうえ	older, senior			http://jisho.org/word/%E5%B9%B4%E4%B8%8A
6	全力	ぜんりょく	all one's power (strength, energy, efforts), one's utmost			http://jisho.org/word/%E5%85%A8%E5%8A%9B
6	両手	りょうて	both hands, both arms	ten		http://jisho.org/word/%E4%B8%A1%E6%89%8B
6	年下	としした	younger, junior			http://jisho.org/word/%E5%B9%B4%E4%B8%8B
6	宝くじ	たからくじ	lottery	lottery ticket		http://jisho.org/word/%E5%AE%9D%E3%81%8F%E3%81%98
6	次回	じかい	next time (occasion)			http://jisho.org/word/%E6%AC%A1%E5%9B%9E
6	直行	ちょっこう	going straight (to), going direct, going without stopping	unwavering action, decisive action	upright conduct	http://jisho.org/word/%E7%9B%B4%E8%A1%8C
6	足首	あしくび	ankle			http://jisho.org/word/%E8%B6%B3%E9%A6%96
6	私生活	しせいかつ	private life			http://jisho.org/word/%E7%A7%81%E7%94%9F%E6%B4%BB
6	車両	しゃりょう	rolling stock, railroad cars, wheeled vehicles			http://jisho.org/word/%E8%BB%8A%E4%B8%A1
6	年次	ねんじ	annual, yearly	year (e.g. of graduation), nth year (e.g. student), order by year		http://jisho.org/word/%E5%B9%B4%E6%AC%A1
6	南東	なんとう	southeast			http://jisho.org/word/%E5%8D%97%E6%9D%B1
6	地中	ちちゅう	in the ground, in the earth, underground, subterranean			http://jisho.org/word/%E5%9C%B0%E4%B8%AD
6	東方	とうほう	eastern direction	the Orient	eastern fighter in a match (e.g. sumo wrestling)	http://jisho.org/word/%E6%9D%B1%E6%96%B9
6	早く	はやく	early, soon	quickly, swiftly, rapidly, fast		http://jisho.org/word/%E6%97%A9%E3%81%8F
6	耳打ち	みみうち	whispering into a person's ear	Mimiuchi		http://jisho.org/word/%E8%80%B3%E6%89%93%E3%81%A1
6	本州	ほんしゅう	Honshū (largest of the four main islands of Japan), Honshu	Honshuu	Honshu	http://jisho.org/word/%E6%9C%AC%E5%B7%9E
6	金星	きんせい	Venus (planet)	Venus		http://jisho.org/word/%E9%87%91%E6%98%9F
6	後で	あとで	later (on), afterwards			http://jisho.org/word/%E5%BE%8C%E3%81%A7
6	一歩	いっぽ	(a) step, one step	level, stage, step	small degree, small amount	http://jisho.org/word/%E4%B8%80%E6%AD%A9
6	足りない	たりない	insufficient, not enough, lacking	dim-witted, slow, one brick short of a full load		http://jisho.org/word/%E8%B6%B3%E3%82%8A%E3%81%AA%E3%81%84
6	３００	さんびゃく	300, three hundred	300 mon, trifling amount, two-bit item	shyster	http://jisho.org/word/%EF%BC%93%EF%BC%90%EF%BC%90
6	土星	どせい	Saturn (planet)	Saturn		http://jisho.org/word/%E5%9C%9F%E6%98%9F
6	水星	すいせい	Mercury (planet)	Mercury (planet)		http://jisho.org/word/%E6%B0%B4%E6%98%9F
6	両日	りょうじつ	both days, two days			http://jisho.org/word/%E4%B8%A1%E6%97%A5
6	平安	へいあん	peace, tranquility, tranquillity	Heian period (794-1185)		http://jisho.org/word/%E5%B9%B3%E5%AE%89
6	名曲	めいきょく	famous piece of music, excellent song, (musical) masterpiece			http://jisho.org/word/%E5%90%8D%E6%9B%B2
6	首になる	くびになる	to be sacked, to be fired, to be dismissed	to be beheaded		http://jisho.org/word/%E9%A6%96%E3%81%AB%E3%81%AA%E3%82%8B
6	小文字	こもじ	lowercase letter	small letter	Greek minuscule	http://jisho.org/word/%E5%B0%8F%E6%96%87%E5%AD%97
7	時	じ	hour, o'clock	(specified) time, when ..., during ...		http://jisho.org/word/%E6%99%82
7	札	ふだ	ticket, token, check, receipt	label, tag	sign, card, plate	http://jisho.org/word/%E6%9C%AD
7	週末	しゅうまつ	weekend	Workweek and weekend		http://jisho.org/word/%E9%80%B1%E6%9C%AB
7	心理学	しんりがく	psychology	Psychology		http://jisho.org/word/%E5%BF%83%E7%90%86%E5%AD%A6
7	考え方	かんがえかた	way of thinking			http://jisho.org/word/%E8%80%83%E3%81%88%E6%96%B9
7	言い方	いいかた	way of saying (something), way of putting it, wording, phrasing, language, expression			http://jisho.org/word/%E8%A8%80%E3%81%84%E6%96%B9
7	黒人	こくじん	black person	woman in the nightlife business, demimondaine, geisha and prostitutes		http://jisho.org/word/%E9%BB%92%E4%BA%BA
7	見当たる	みあたる	to be found			http://jisho.org/word/%E8%A6%8B%E5%BD%93%E3%81%9F%E3%82%8B
7	青空	あおぞら	blue sky			http://jisho.org/word/%E9%9D%92%E7%A9%BA
7	年末	ねんまつ	end-of-year			http://jisho.org/word/%E5%B9%B4%E6%9C%AB
7	小声	こごえ	low voice, whisper			http://jisho.org/word/%E5%B0%8F%E5%A3%B0
7	中学生	ちゅうがくせい	junior high school student, middle school pupil			http://jisho.org/word/%E4%B8%AD%E5%AD%A6%E7%94%9F
7	手作り	てづくり	handmade, homegrown, hand-crafted, homemade			http://jisho.org/word/%E6%89%8B%E4%BD%9C%E3%82%8A
7	町民	ちょうみん	townspeople			http://jisho.org/word/%E7%94%BA%E6%B0%91
7	本当に	ほんとうに	really, truly			http://jisho.org/word/%E6%9C%AC%E5%BD%93%E3%81%AB
7	失礼	しつれい	discourtesy, impoliteness	excuse me, goodbye	to leave	http://jisho.org/word/%E5%A4%B1%E7%A4%BC
7	何時	なんじ	what time, which hour			http://jisho.org/word/%E4%BD%95%E6%99%82
7	先回り	さきまわり	going on ahead, forestalling, anticipating, arrival before another			http://jisho.org/word/%E5%85%88%E5%9B%9E%E3%82%8A
7	三角形	さんかくけい	triangle	Triangle		http://jisho.org/word/%E4%B8%89%E8%A7%92%E5%BD%A2
7	家	うち	house	one's house, one's home, one's family, one's household	Uchi	http://jisho.org/word/%E5%AE%B6
7	大きく	おおきく	in a big way, on a grand scale			http://jisho.org/word/%E5%A4%A7%E3%81%8D%E3%81%8F
7	作り方	つくりかた	style of building, construction, workmanship, way of making	recipe	how to grow (something)	http://jisho.org/word/%E4%BD%9C%E3%82%8A%E6%96%B9
7	号室	ごうしつ	suffix for room numbers, suffix for apartment numbers			http://jisho.org/word/%E5%8F%B7%E5%AE%A4
7	白鳥	はくちょう	swan (Cygnus spp.), cygnet	white-feathered bird		http://jisho.org/word/%E7%99%BD%E9%B3%A5
7	船体	せんたい	hull	Hull (watercraft)		http://jisho.org/word/%E8%88%B9%E4%BD%93
7	この辺	このへん	this area, around here	this point, this much, this extent		http://jisho.org/word/%E3%81%93%E3%81%AE%E8%BE%BA
7	不人気	ふにんき	unpopular			http://jisho.org/word/%E4%B8%8D%E4%BA%BA%E6%B0%97
7	活用形	かつようけい	conjugated form			http://jisho.org/word/%E6%B4%BB%E7%94%A8%E5%BD%A2
8	道	どう	road, path, street, route	way, set of practices, rules for conducting oneself	moral education	http://jisho.org/word/%E9%81%93
8	北海道	ほっかいどう	Hokkaido (island, prefectural-level administrative unit)	Hokkaidou (island prefecture in the north)	Hokkaido	http://jisho.org/word/%E5%8C%97%E6%B5%B7%E9%81%93
8	地中海	ちちゅうかい	Mediterranean Sea	Mediterranean sea (oceanography)	Chichuukai	http://jisho.org/word/%E5%9C%B0%E4%B8%AD%E6%B5%B7
8	朝日	あさひ	morning sun	Asahi		http://jisho.org/word/%E6%9C%9D%E6%97%A5
8	投手	とうしゅ	pitcher	Pitcher		http://jisho.org/word/%E6%8A%95%E6%89%8B
8	空間	くうかん	space, room, airspace	Space		http://jisho.org/word/%E7%A9%BA%E9%96%93
8	長さ	ながさ	length	Length		http://jisho.org/word/%E9%95%B7%E3%81%95
8	間	かん	interval, period of time	among, between, inter-	good opportunity, chance	http://jisho.org/word/%E9%96%93
8	馬力	ばりき	horsepower, hp	energy, vitality, vigour, strength	horse-drawn cart	http://jisho.org/word/%E9%A6%AC%E5%8A%9B
8	二番	にばん	second, number two, runner-up	Niban		http://jisho.org/word/%E4%BA%8C%E7%95%AA
8	地上	ちじょう	above ground, on the ground, earth's surface	this world, this earth		http://jisho.org/word/%E5%9C%B0%E4%B8%8A
8	両者	りょうしゃ	pair, the two, both persons, both things			http://jisho.org/word/%E4%B8%A1%E8%80%85
8	人数	にんずう	the number of people	many people, a large number of people		http://jisho.org/word/%E4%BA%BA%E6%95%B0
8	前回	ぜんかい	previous time, last time, previous installment, previous instalment, previous session			http://jisho.org/word/%E5%89%8D%E5%9B%9E
8	対外	たいがい	external, foreign			http://jisho.org/word/%E5%AF%BE%E5%A4%96
8	住人	じゅうにん	dweller, inhabitant, resident	user (of a website)		http://jisho.org/word/%E4%BD%8F%E4%BA%BA
8	出所	しゅっしょ	source, origin, provenance	birthplace	release from prison, discharge from prison	http://jisho.org/word/%E5%87%BA%E6%89%80
8	医大	いだい	medical school			http://jisho.org/word/%E5%8C%BB%E5%A4%A7
8	究明	きゅうめい	investigation (esp. in academic and scientific contexts)			http://jisho.org/word/%E7%A9%B6%E6%98%8E
8	対	たい	opposite, opposition	versus, vs., v.	to (e.g. "winning a game five to three")	http://jisho.org/word/%E5%AF%BE
8	数年	すうねん	several years, a few years			http://jisho.org/word/%E6%95%B0%E5%B9%B4
8	私自身	わたしじしん	myself			http://jisho.org/word/%E7%A7%81%E8%87%AA%E8%BA%AB
8	お知らせ	おしらせ	notice, notification			http://jisho.org/word/%E3%81%8A%E7%9F%A5%E3%82%89%E3%81%9B
8	助力	じょりょく	assistance, support			http://jisho.org/word/%E5%8A%A9%E5%8A%9B
8	走り回る	はしりまわる	to run around			http://jisho.org/word/%E8%B5%B0%E3%82%8A%E5%9B%9E%E3%82%8B
8	未決	みけつ	pending, undecided	unconvicted, awaiting judgement		http://jisho.org/word/%E6%9C%AA%E6%B1%BA
8	私立大学	しりつだいがく	private university	Private university		http://jisho.org/word/%E7%A7%81%E7%AB%8B%E5%A4%A7%E5%AD%A6
8	この前	このまえ	the other day, previously, before, earlier, recently	last time	last (Sunday, summer, etc.), previous (e.g. mayor, chapter), preceding	http://jisho.org/word/%E3%81%93%E3%81%AE%E5%89%8D
8	全米	ぜんべい	all-America, pan-American, all of America	Zenbei		http://jisho.org/word/%E5%85%A8%E7%B1%B3
8	自決	じけつ	self-determination	suicide		http://jisho.org/word/%E8%87%AA%E6%B1%BA
8	決	けつ	decision, vote			http://jisho.org/word/%E6%B1%BA
8	東口	ひがしぐち	east entrance, east exit			http://jisho.org/word/%E6%9D%B1%E5%8F%A3
8	大役	たいやく	important task, important role, great duty, important mission	major part (in a film, play, etc.), leading role	high-scoring combination	http://jisho.org/word/%E5%A4%A7%E5%BD%B9
8	支局	しきょく	branch office			http://jisho.org/word/%E6%94%AF%E5%B1%80
8	南口	みなみぐち	south entrance, south exit			http://jisho.org/word/%E5%8D%97%E5%8F%A3
8	入所	にゅうしょ	admission (to an institute, facility, office, etc.), entrance	imprisonment, incarceration, internment, confinement		http://jisho.org/word/%E5%85%A5%E6%89%80
8	絵文字	えもじ	emoji	pictorial symbol, pictograph, pictogram	ASCII art	http://jisho.org/word/%E7%B5%B5%E6%96%87%E5%AD%97
8	君主国	くんしゅこく	monarchy			http://jisho.org/word/%E5%90%9B%E4%B8%BB%E5%9B%BD
8	工学者	こうがくしゃ	engineer			http://jisho.org/word/%E5%B7%A5%E5%AD%A6%E8%80%85
9	体重	たいじゅう	(body) weight	Body weight		http://jisho.org/word/%E4%BD%93%E9%87%8D
9	高さ	たかさ	height, altitude, elevation, level	altitude, height	Height	http://jisho.org/word/%E9%AB%98%E3%81%95
9	天使	てんし	angel	Angel		http://jisho.org/word/%E5%A4%A9%E4%BD%BF
9	和室	わしつ	Japanese-style room	Washitsu		http://jisho.org/word/%E5%92%8C%E5%AE%A4
9	何度	なんど	how many times	how many degrees (temperature, angle, etc.)		http://jisho.org/word/%E4%BD%95%E5%BA%A6
9	仮に	かりに	supposing, even if, granting that, for argument's sake	temporarily, provisionally, for the time being		http://jisho.org/word/%E4%BB%AE%E3%81%AB
9	本屋	ほんや	bookstore, bookshop	publisher	main building	http://jisho.org/word/%E6%9C%AC%E5%B1%8B
9	新年	しんねん	New Year			http://jisho.org/word/%E6%96%B0%E5%B9%B4
9	欠かす	かかす	to miss (doing), to fail (to do)			http://jisho.org/word/%E6%AC%A0%E3%81%8B%E3%81%99
9	白黒	しろくろ	black and white, monochrome	good and evil, right and wrong, guilt and innocence		http://jisho.org/word/%E7%99%BD%E9%BB%92
9	和食	わしょく	Japanese food, Japanese dish, Japanese cuisine			http://jisho.org/word/%E5%92%8C%E9%A3%9F
9	保持	ほじ	retention, maintenance, preservation			http://jisho.org/word/%E4%BF%9D%E6%8C%81
9	勝者	しょうしゃ	winner, victor			http://jisho.org/word/%E5%8B%9D%E8%80%85
9	客室	きゃくしつ	guest room (at a hotel), guest cabin (on a boat), passenger cabin (on a plane)	drawing room		http://jisho.org/word/%E5%AE%A2%E5%AE%A4
9	試食	ししょく	sampling food, tasting, trying			http://jisho.org/word/%E8%A9%A6%E9%A3%9F
9	二重	にじゅう	double, two-fold, two layers, duplex	diplo-, dipl-	double-edged eyelid, double eyelid, creased eyelid	http://jisho.org/word/%E4%BA%8C%E9%87%8D
9	弱虫	よわむし	coward, weakling, scaredy cat, wimp, sissy			http://jisho.org/word/%E5%BC%B1%E8%99%AB
9	名古屋	なごや	Nagoya (city)			http://jisho.org/word/%E5%90%8D%E5%8F%A4%E5%B1%8B
9	千円札	せんえんさつ	1,000 yen bill			http://jisho.org/word/%E5%8D%83%E5%86%86%E6%9C%AD
9	楽勝	らくしょう	easy victory, walkover	easy peasy, child's play, cakewalk, walk in the park		http://jisho.org/word/%E6%A5%BD%E5%8B%9D
9	肉屋	にくや	butcher's shop, butcher, meat shop			http://jisho.org/word/%E8%82%89%E5%B1%8B
9	弱々しい	よわよわしい	frail, slender, feminine			http://jisho.org/word/%E5%BC%B1%E3%80%85%E3%81%97%E3%81%84
9	魚屋	さかなや	fish market, fish dealer, fishmonger			http://jisho.org/word/%E9%AD%9A%E5%B1%8B
9	屋	や	shop, store, restaurant	someone who sells (something) or works as (something)	someone with a (certain) personality trait	http://jisho.org/word/%E5%B1%8B
9	お客さん	おきゃくさん	guest, visitor	customer, client, shopper, spectator, audience, tourist, sightseer, passenger		http://jisho.org/word/%E3%81%8A%E5%AE%A2%E3%81%95%E3%82%93
9	部室	ぶしつ	clubroom			http://jisho.org/word/%E9%83%A8%E5%AE%A4
9	茶屋	ちゃや	teahouse, (Edo period) rest stop	(geisha) teahouse, establishment where patrons are entertained by geisha	tea house (that sells tea), tea dealer	http://jisho.org/word/%E8%8C%B6%E5%B1%8B
9	生保	せいほ	life insurance	livelihood protection, public assistance, welfare		http://jisho.org/word/%E7%94%9F%E4%BF%9D
9	必勝	ひっしょう	certain victory			http://jisho.org/word/%E5%BF%85%E5%8B%9D
9	気を付けて	きをつけて	take care, be careful			http://jisho.org/word/%E6%B0%97%E3%82%92%E4%BB%98%E3%81%91%E3%81%A6
9	ハート形	ハートがた	heart-shaped			http://jisho.org/word/%E3%83%8F%E3%83%BC%E3%83%88%E5%BD%A2
10	顔	かお	face, visage	look, expression, countenance	honor, honour, face	http://jisho.org/word/%E9%A1%94
10	日本語	にほんご	Japanese (language)	Japanese language		http://jisho.org/word/%E6%97%A5%E6%9C%AC%E8%AA%9E
10	路地	ろじ	alley, alleyway, lane	path through a gate or garden	teahouse garden	http://jisho.org/word/%E8%B7%AF%E5%9C%B0
10	求人	きゅうじん	recruiting, job offer, job vacancy	Recruitment		http://jisho.org/word/%E6%B1%82%E4%BA%BA
10	転送	てんそう	transfer (of a call, patient, etc.), forwarding (a letter, email, etc.), redirection	transfer (of data), transmission	Transmit (FTP client)	http://jisho.org/word/%E8%BB%A2%E9%80%81
10	病人	びょうにん	sick person, patient, invalid			http://jisho.org/word/%E7%97%85%E4%BA%BA
10	口調	くちょう	tone (of voice), manner of talking			http://jisho.org/word/%E5%8F%A3%E8%AA%BF
10	近道	ちかみち	shorter way, shortcut			http://jisho.org/word/%E8%BF%91%E9%81%93
10	開業	かいぎょう	opening a business, opening a practice			http://jisho.org/word/%E9%96%8B%E6%A5%AD
10	読み方	よみかた	pronunciation, reading (e.g. of a kanji)	way of reading (out loud)	interpretation (e.g. of a text), reading	http://jisho.org/word/%E8%AA%AD%E3%81%BF%E6%96%B9
10	算定	さんてい	calculation, estimation, computation			http://jisho.org/word/%E7%AE%97%E5%AE%9A
10	学院	がくいん	institute, academy			http://jisho.org/word/%E5%AD%A6%E9%99%A2
10	投げつける	なげつける	to throw at, to fling at, to hurl at, to throw (someone) down	to hurl (abuse, insults, etc.) at, to use (rough language) with (someone)		http://jisho.org/word/%E6%8A%95%E3%81%92%E3%81%A4%E3%81%91%E3%82%8B
10	研究所	けんきゅうじょ	research establishment, research institute, laboratory	Research institute		http://jisho.org/word/%E7%A0%94%E7%A9%B6%E6%89%80
10	フランス語	フランスご	French (language)	French language		http://jisho.org/word/%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B9%E8%AA%9E
10	スペイン語	スペインご	Spanish (language)	Spanish language		http://jisho.org/word/%E3%82%B9%E3%83%9A%E3%82%A4%E3%83%B3%E8%AA%9E
10	運がいい	うんがいい	lucky, fortunate			http://jisho.org/word/%E9%81%8B%E3%81%8C%E3%81%84%E3%81%84
10	番号札	ばんごうふだ	numbered tag, numbered ticket			http://jisho.org/word/%E7%95%AA%E5%8F%B7%E6%9C%AD
10	外来語	がいらいご	loanword (in Japanese, esp. those of Western origin), foreign-origin word	Gairaigo		http://jisho.org/word/%E5%A4%96%E6%9D%A5%E8%AA%9E
10	千葉	ちば	Chiba (city, prefecture)	Chiba		http://jisho.org/word/%E5%8D%83%E8%91%89
10	電鉄	でんてつ	electric railway			http://jisho.org/word/%E9%9B%BB%E9%89%84
10	青葉	あおば	fresh leaves			http://jisho.org/word/%E9%9D%92%E8%91%89
10	私大	しだい	private university			http://jisho.org/word/%E7%A7%81%E5%A4%A7
10	鉄人	てつじん	iron man, strong man	(steel-clad) robot		http://jisho.org/word/%E9%89%84%E4%BA%BA
10	化かす	ばかす	to bewitch, to confuse, to enchant, to delude			http://jisho.org/word/%E5%8C%96%E3%81%8B%E3%81%99
10	一番目	いちばんめ	the first			http://jisho.org/word/%E4%B8%80%E7%95%AA%E7%9B%AE
10	立ち飲み	たちのみ	drinking while standing			http://jisho.org/word/%E7%AB%8B%E3%81%A1%E9%A3%B2%E3%81%BF
10	眼医者	めいしゃ	eye doctor, oculist, ophthalmologist			http://jisho.org/word/%E7%9C%BC%E5%8C%BB%E8%80%85
10	病	びょう	disease, -pathy			http://jisho.org/word/%E7%97%85
11	太平洋	たいへいよう	Pacific Ocean	Taiheiyou	Pacific Ocean	http://jisho.org/word/%E5%A4%AA%E5%B9%B3%E6%B4%8B
11	生物学	せいぶつがく	biology	Biology		http://jisho.org/word/%E7%94%9F%E7%89%A9%E5%AD%A6
